obs_no;no;paper;title;country;X;Y;year;growth_season;N_fert_min;N_fert_man;N_fix;N_dep_image;N_dep_emep;N_cs;N_spm;N_min;N_hc;N_res;N_place;N_place_depth;N_source;N_time_splits;N_timing1;N_timing2;N_timing3;crop_type;rotation;mn_prec;Prec_avg_crop_gr;Prec_var;tot_prec_crop_gr;Temp_avg_cp_season;ET_avg_gr;irrigation;Depth ;Texture;SOM ;pH;clay;CaCo3 ;N_av_soil ;Total_N ;P_dose;K_dose;ind_type;ind_unit;NUE_value;se_NUE;LSD_NUE;sd_NUE;N_up_fert;LSD_fertup;sd_fertup;se_fertup;n_rep_t;N_up_unfert;LSD_unfertup;sd_unfertup;se_unfertup;n_rep_c;N_appl;n_dose_env;XCEC;xnit;XPH;XSOC;XSAND;XSILT;XCLAY;LATNR;LONNR;pot_eva;mn_temp;prec_mn;xsom
4916;34;Yuan Manman_2011_Effects_Chinese;Database of Luncheng;;118,55;31,25;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;2,5;6,6;42,6;;;12,1;90;120;NUEagr;%;20,7;;;;;;;;3;;;;;;240;;150,17;1,38;6,68;15,52;4,15;49,82;46,03;;;967,46;16,5;1246,93;31,03
4917;34;Yuan Manman_2011_Effects_Chinese;Database of Luncheng;;118,55;31,25;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;2,5;6,6;42,6;;;12,1;90;120;NUEagr;%;20,7;;;;;;;;3;;;;;;240;;150,17;1,38;6,68;15,52;4,15;49,82;46,03;;;967,46;16,5;1246,93;31,03
4918;34;Yi Zhenxie_2006_Effects_Chinese;Database of Luncheng;;116,63;37,68;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,2;8;29,3;;;7,7;;;NUEagr;%;29,1;;;;;;;;3;;;;;;90;;228,83;0,87;7,98;7,13;10,53;60,73;28,73;;;1126,26;14,2;573,62;14,27
4919;34;Yi Zhenxie_2006_Effects_Chinese;Database of Luncheng;;116,63;37,68;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,2;8;29,3;;;7,7;;;NUEagr;%;24,1;;;;;;;;3;;;;;;180;;228,83;0,87;7,98;7,13;10,53;60,73;28,73;;;1126,26;14,2;573,62;14,27
4920;34;Yi Zhenxie_2006_Effects_Chinese;Database of Luncheng;;116,63;37,68;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,2;8;29,3;;;7,7;;;NUEagr;%;47,4;;;;;;;;3;;;;;;90;;228,83;0,87;7,98;7,13;10,53;60,73;28,73;;;1126,26;14,2;573,62;14,27
4921;34;Yi Zhenxie_2006_Effects_Chinese;Database of Luncheng;;116,63;37,68;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,2;8;29,3;;;7,7;;;NUEagr;%;26,9;;;;;;;;3;;;;;;180;;228,83;0,87;7,98;7,13;10,53;60,73;28,73;;;1126,26;14,2;573,62;14,27
4922;34;Yi Zhenxie_2008_Effect_Chinese;Database of Luncheng;;116,63;37,68;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,2;8;29,3;;;7,7;90;90;NUEagr;%;47;;;;;;;;3;;;;;;90;;228,83;0,87;7,98;7,13;10,53;60,73;28,73;;;1126,26;14,2;573,62;14,27
4923;34;Yi Zhenxie_2008_Effect_Chinese;Database of Luncheng;;116,63;37,68;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,2;8;29,3;;;7,7;90;90;NUEagr;%;37;;;;;;;;3;;;;;;180;;228,83;0,87;7,98;7,13;10,53;60,73;28,73;;;1126,26;14,2;573,62;14,27
4924;34;Yi Zhenxie_2008_Effect_Chinese;Database of Luncheng;;116,63;37,68;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,2;8;29,3;;;7,7;90;90;NUEagr;%;50;;;;;;;;3;;;;;;90;;228,83;0,87;7,98;7,13;10,53;60,73;28,73;;;1126,26;14,2;573,62;14,27
4925;34;Yi Zhenxie_2008_Effect_Chinese;Database of Luncheng;;116,63;37,68;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,2;8;29,3;;;7,7;90;90;NUEagr;%;34;;;;;;;;3;;;;;;180;;228,83;0,87;7,98;7,13;10,53;60,73;28,73;;;1126,26;14,2;573,62;14,27
4926;34;Shao_Guoqing_2009. Effects_Chinese;Database of Luncheng;;117,15;36,15;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,5;7,3;25,8;;;7,4;;;NUEagr;%;34;;;;;;;;3;;;;;;75;;188,83;0,9;7,03;7,57;36,07;44,18;19,78;;;1152,27;13,44;660,86;15,13
4927;34;Shao_Guoqing_2009. Effects_Chinese;Database of Luncheng;;117,15;36,15;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,5;7,3;25,8;;;7,4;;;NUEagr;%;38,9;;;;;;;;3;;;;;;150;;188,83;0,9;7,03;7,57;36,07;44,18;19,78;;;1152,27;13,44;660,86;15,13
4928;34;Shao_Guoqing_2009. Effects_Chinese;Database of Luncheng;;117,15;36,15;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,5;7,3;25,8;;;7,4;;;NUEagr;%;32,3;;;;;;;;3;;;;;;75;;188,83;0,9;7,03;7,57;36,07;44,18;19,78;;;1152,27;13,44;660,86;15,13
4929;34;Shao_Guoqing_2009. Effects_Chinese;Database of Luncheng;;117,15;36,15;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,5;7,3;25,8;;;7,4;;;NUEagr;%;43,9;;;;;;;;3;;;;;;150;;188,83;0,9;7,03;7,57;36,07;44,18;19,78;;;1152,27;13,44;660,86;15,13
4930;34;Guo Ping_2016_Effects_Chinese;Database of Luncheng;;104,45;30,27;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;2,8;7,2;30,7;;;14,1;90;75;NUEagr;%;31,6;;;;;;;;3;;;;;;225;;205,5;1,79;7,63;16,58;24,08;47,92;28;;;772,9;16,78;1023,36;33,17
4931;34;Yang Jungang_2010_Effects_Chinese;Database of Luncheng;;115,95;39,6;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,6;7,9;21,3;;;9,9;94;111;NUEagr;%;35,5;;;;;;;;3;;;;;;180;;198,67;1;7,58;8,77;44,97;37,1;17,93;;;1070,88;10,22;465,24;17,53
4932;34;Ji Jinghong_2015_Effects_Chinese;Database of Luncheng;;126,82;45,86;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;4,8;6,6;34,9;;;20,9;;;NUEagr;%;26,8;;;;;;;;3;;;;;;180;;250,17;2,32;6,67;25,65;23,17;41,28;35,6;;;849,15;4,44;526,03;51,3
4933;34;Ji Jinghong_2015_Effects_Chinese;Database of Luncheng;;126,82;45,86;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;4,8;6,6;34,9;;;20,9;;;NUEagr;%;24,5;;;;;;;;3;;;;;;180;;250,17;2,32;6,67;25,65;23,17;41,28;35,6;;;849,15;4,44;526,03;51,3
4934;34;Li Wei_2011_Effect_Chinese;Database of Luncheng;;117,15;36,15;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,5;7,3;25,8;;;7,4;;;NUEagr;%;21,3;;;;;;;;3;;;;;;180;;188,83;0,9;7,03;7,57;36,07;44,18;19,78;;;1152,27;13,44;660,86;15,13
4935;34;Yan Tong_2015_Effects_Chinese;Database of Luncheng;;118,44;35,11;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,1;7,4;26,4;;;6,7;90;180;NUEagr;%;11,4;;;;;;;;3;;;;;;180;;163,88;0,65;5,8;6,64;30,63;29,89;21,36;;;1100,03;14,21;764,79;13,28
4936;34;Liu Anxun_2011_Effects_Chinese;Database of Luncheng;;113,36;23,13;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;3,8;6;27,8;;;18,9;105;180;NUEagr;%;15,8;;;;;;;;3;;;;;;195;;70,91;1,19;2,95;11,5;18,99;18,14;15,55;;;1085,35;22,61;1738,7;23
4937;34;Ji Jinghong_2017_Effects_Chinese;Database of Luncheng;;126,42;45,4;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;4;6,9;30,6;;;19,1;60;75;NUEagr;%;34,7;;;5,6;;;;;3;;;;;;175;;294,83;2,64;6,78;22,83;22,13;48,58;29,28;;;871,07;4,95;518,38;45,67
4938;34;Ji Jinghong_2017_Effects_Chinese;Database of Luncheng;;126,42;45,4;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;4;6,9;30,6;;;19,1;60;75;NUEagr;%;34,7;;;5,6;;;;;3;;;;;;133;;294,83;2,64;6,78;22,83;22,13;48,58;29,28;;;871,07;4,95;518,38;45,67
4939;34;Ji Jinghong_2017_Effects_Chinese;Database of Luncheng;;126,42;45,4;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;4;6,9;30,6;;;19,1;60;75;NUEagr;%;34,7;;;5,6;;;;;3;;;;;;87;;294,83;2,64;6,78;22,83;22,13;48,58;29,28;;;871,07;4,95;518,38;45,67
4940;34;Ji Jinghong_2017_Effects_Chinese;Database of Luncheng;;126,42;45,4;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;4;6,9;30,6;;;19,1;60;75;NUEagr;%;34,7;;;5,6;;;;;3;;;;;;175;;294,83;2,64;6,78;22,83;22,13;48,58;29,28;;;871,07;4,95;518,38;45,67
4941;34;Ji Jinghong_2017_Effects_Chinese;Database of Luncheng;;125,1;45,51;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;2,6;8,2;28,9;;;16,6;60;75;NUEagr;%;29,7;;;5,2;;;;;3;;;;;;175;;246,83;1,82;8;14,37;40,43;30,03;29,52;;;891,31;4,95;456,9;28,73
4942;34;Ji Jinghong_2017_Effects_Chinese;Database of Luncheng;;125,1;45,51;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;2,6;8,2;28,9;;;16,6;60;75;NUEagr;%;29,7;;;5,2;;;;;3;;;;;;133;;246,83;1,82;8;14,37;40,43;30,03;29,52;;;891,31;4,95;456,9;28,73
4943;34;Ji Jinghong_2017_Effects_Chinese;Database of Luncheng;;125,1;45,51;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;2,6;8,2;28,9;;;16,6;60;75;NUEagr;%;29,7;;;5,2;;;;;3;;;;;;87;;246,83;1,82;8;14,37;40,43;30,03;29,52;;;891,31;4,95;456,9;28,73
4944;34;Ji Jinghong_2017_Effects_Chinese;Database of Luncheng;;125,1;45,51;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;2,6;8,2;28,9;;;16,6;60;75;NUEagr;%;29,7;;;5,2;;;;;3;;;;;;175;;246,83;1,82;8;14,37;40,43;30,03;29,52;;;891,31;4,95;456,9;28,73
4945;34;Ji Jinghong_2017_Effects_Chinese;Database of Luncheng;;127,46;45,74;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;5;6,6;31,9;;;19,1;60;75;NUEagr;%;33,7;;;6,3;;;;;3;;;;;;175;;297,67;2,48;6,48;28,03;24,35;45,13;30,52;;;799,64;3,49;551,43;56,07
4946;34;Ji Jinghong_2017_Effects_Chinese;Database of Luncheng;;127,46;45,74;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;5;6,6;31,9;;;19,1;60;75;NUEagr;%;33,7;;;6,3;;;;;3;;;;;;133;;297,67;2,48;6,48;28,03;24,35;45,13;30,52;;;799,64;3,49;551,43;56,07
4947;34;Ji Jinghong_2017_Effects_Chinese;Database of Luncheng;;127,46;45,74;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;5;6,6;31,9;;;19,1;60;75;NUEagr;%;33,7;;;6,3;;;;;3;;;;;;87;;297,67;2,48;6,48;28,03;24,35;45,13;30,52;;;799,64;3,49;551,43;56,07
4948;34;Ji Jinghong_2017_Effects_Chinese;Database of Luncheng;;127,46;45,74;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;5;6,6;31,9;;;19,1;60;75;NUEagr;%;33,7;;;6,3;;;;;3;;;;;;175;;297,67;2,48;6,48;28,03;24,35;45,13;30,52;;;799,64;3,49;551,43;56,07
4949;34;Ji Jinghong_2017_Effects_Chinese;Database of Luncheng;;126,59;45,8;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;7,9;6,6;33,6;;;24,8;60;75;NUEagr;%;23,6;;;3,4;;;;;3;;;;;;175;;229,05;2,1;5,93;23,13;20,52;37,03;27,97;;;849,15;4,44;526,03;46,27
4950;34;Ji Jinghong_2017_Effects_Chinese;Database of Luncheng;;126,59;45,8;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;7,9;6,6;33,6;;;24,8;60;75;NUEagr;%;26,6;;;3,4;;;;;3;;;;;;133;;229,05;2,1;5,93;23,13;20,52;37,03;27,97;;;849,15;4,44;526,03;46,27
4951;34;Ji Jinghong_2017_Effects_Chinese;Database of Luncheng;;126,59;45,8;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;7,9;6,6;33,6;;;24,8;60;75;NUEagr;%;26,6;;;3,4;;;;;3;;;;;;87;;229,05;2,1;5,93;23,13;20,52;37,03;27,97;;;849,15;4,44;526,03;46,27
4952;34;Ji Jinghong_2017_Effects_Chinese;Database of Luncheng;;126,59;45,8;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;7,9;6,6;33,6;;;24,8;60;75;NUEagr;%;26,6;;;3,4;;;;;3;;;;;;175;;229,05;2,1;5,93;23,13;20,52;37,03;27,97;;;849,15;4,44;526,03;46,27
4953;34;Su Lin_2010_Effects_Chinese;Database of Luncheng;;117,15;36,15;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,5;7,3;25,8;;;7,4;;;NUEagr;%;41,7;;;;;;;;3;;;;;;75;;188,83;0,9;7,03;7,57;36,07;44,18;19,78;;;1152,27;13,44;660,86;15,13
4954;34;Su Lin_2010_Effects_Chinese;Database of Luncheng;;117,15;36,15;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,5;7,3;25,8;;;7,4;;;NUEagr;%;47,8;;;;;;;;3;;;;;;150;;188,83;0,9;7,03;7,57;36,07;44,18;19,78;;;1152,27;13,44;660,86;15,13
4955;34;Yu Shufang_2010_Investigation_Chinese;Database of Luncheng;;117,95;36,96;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,3;7,9;31,2;;;6,8;;;NUEagr;%;26,2;;;;;;;;3;;;;;;225;;183,32;0,67;6,28;6,04;20,69;40,39;20,62;;;1166,74;13,55;636,34;12,09
4956;34;Fu Yongqiang_2015_Effect_Chinese;Database of Luncheng;;105,38;30,87;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;2,3;6;26,5;;;11,3;;;NUEagr;%;32,9;;;;;;;;3;;;;;;225;;252,67;1,81;6,98;17,33;26,97;47,27;25,82;;;792,3;17,32;960,5;34,67
4957;34;Fu Yongqiang_2015_Effect_Chinese;Database of Luncheng;;105,38;30,87;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;2,3;6;26,5;;;11,3;;;NUEagr;%;32,9;;;;;;;;3;;;;;;225;;252,67;1,81;6,98;17,33;26,97;47,27;25,82;;;792,3;17,32;960,5;34,67
4958;34;Fu Yongqiang_2015_Effect_Chinese;Database of Luncheng;;105,38;30,87;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;2,3;6;26,5;;;11,3;;;NUEagr;%;32,9;;;;;;;;3;;;;;;225;;252,67;1,81;6,98;17,33;26,97;47,27;25,82;;;792,3;17,32;960,5;34,67
4959;34;Fu Yongqiang_2015_Effect_Chinese;Database of Luncheng;;105,38;30,87;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;2,3;6;26,5;;;11,3;;;NUEagr;%;32,9;;;;;;;;3;;;;;;225;;252,67;1,81;6,98;17,33;26,97;47,27;25,82;;;792,3;17,32;960,5;34,67
4960;34;Fu Yongqiang_2015_Effect_Chinese;Database of Luncheng;;105,38;30,87;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;2,3;6;26,5;;;11,3;;;NUEagr;%;32,9;;;;;;;;3;;;;;;225;;252,67;1,81;6,98;17,33;26,97;47,27;25,82;;;792,3;17,32;960,5;34,67
4961;34;Fu Yongqiang_2015_Effect_Chinese;Database of Luncheng;;105,38;30,87;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;2,3;6;26,5;;;11,3;;;NUEagr;%;32,9;;;;;;;;3;;;;;;225;;252,67;1,81;6,98;17,33;26,97;47,27;25,82;;;792,3;17,32;960,5;34,67
4962;34;Fu Yongqiang_2015_Effect_Chinese;Database of Luncheng;;105,38;30,87;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;2,3;6;26,5;;;11,3;;;NUEagr;%;32,9;;;;;;;;3;;;;;;225;;252,67;1,81;6,98;17,33;26,97;47,27;25,82;;;792,3;17,32;960,5;34,67
4963;34;Fu Yongqiang_2015_Effect_Chinese;Database of Luncheng;;105,38;30,87;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;2,3;6;26,5;;;11,3;;;NUEagr;%;32,9;;;;;;;;3;;;;;;225;;252,67;1,81;6,98;17,33;26,97;47,27;25,82;;;792,3;17,32;960,5;34,67
4964;34;Fu Yongqiang_2015_Effect_Chinese;Database of Luncheng;;105,38;30,87;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;2,3;6;26,5;;;11,3;;;NUEagr;%;32,9;;;;;;;;3;;;;;;225;;252,67;1,81;6,98;17,33;26,97;47,27;25,82;;;792,3;17,32;960,5;34,67
4965;34;Fu Yongqiang_2015_Effect_Chinese;Database of Luncheng;;105,38;30,87;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;2,3;6;26,5;;;11,3;;;NUEagr;%;32,9;;;;;;;;3;;;;;;225;;252,67;1,81;6,98;17,33;26,97;47,27;25,82;;;792,3;17,32;960,5;34,67
4966;34;Guo. Ping_2017.Effects_Chinese;Database of Luncheng;;104,8;30,5;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;2,5;7,5;30,7;;;15;;;NUEagr;%;27,7;;;;;;;;3;;;;;;225;;226,5;1,99;7,45;14,02;21,22;40,77;38,02;;;782,65;17,03;996,03;28,03
4967;34;Guo. Ping_2017.Effects_Chinese;Database of Luncheng;;104,8;30,5;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;2,5;7,5;30,7;;;15;;;NUEagr;%;31,6;;;;;;;;3;;;;;;225;;226,5;1,99;7,45;14,02;21,22;40,77;38,02;;;782,65;17,03;996,03;28,03
4968;34;Guo. Ping_2017.Effects_Chinese;Database of Luncheng;;104,8;30,5;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;2,5;7,5;30,7;;;15;;;NUEagr;%;31,9;;;;;;;;3;;;;;;225;;226,5;1,99;7,45;14,02;21,22;40,77;38,02;;;782,65;17,03;996,03;28,03
4969;34;Liu Min_2015_Effects_Chinese;Database of Luncheng;;117,15;36,15;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,5;7,3;25,8;;;7,4;105;210;NUEagr;%;23,1;;;;;;;;4;;;;;;210;;188,83;0,9;7,03;7,57;36,07;44,18;19,78;;;1152,27;13,44;660,86;15,13
4970;34;Liu Min_2015_Effects_Chinese;Database of Luncheng;;117,15;36,15;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,5;7,3;25,8;;;7,4;105;210;NUEagr;%;28,2;;;;;;;;4;;;;;;300;;188,83;0,9;7,03;7,57;36,07;44,18;19,78;;;1152,27;13,44;660,86;15,13
4971;34;Liu. Huiying_2013_Effect_Chinese;Database of Luncheng;;121,26;41,69;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,4;7,6;25,1;;;10;39,8;52,5;NUEagr;%;19,1;;;;;;;;3;;;;;;210;;203;1,09;7,55;10,8;39,6;36,6;23,8;;;1045,91;9,19;507,51;21,6
4972;34;Liu. Huiying_2013_Effect_Chinese;Database of Luncheng;;121,26;41,69;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,4;7,6;25,1;;;10;39,8;52,5;NUEagr;%;19,1;;;;;;;;3;;;;;;210;;203;1,09;7,55;10,8;39,6;36,6;23,8;;;1045,91;9,19;507,51;21,6
4973;34;Liu. Huiying_2013_Effect_Chinese;Database of Luncheng;;121,26;41,69;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,4;7,6;25,1;;;10;39,8;52,5;NUEagr;%;19,1;;;;;;;;3;;;;;;210;;203;1,09;7,55;10,8;39,6;36,6;23,8;;;1045,91;9,19;507,51;21,6
4974;34;JI Jinghong_2016_Effect_Chinese;Database of Luncheng;;126,16;45,34;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;4;7,3;35,3;;;16,9;67,5;60;NUEagr;%;24,5;;;;;;;;3;;;;;;180;;275,33;1,95;7,28;21,33;26,33;39,17;34,47;;;871,07;4,95;518,38;42,67
4975;34;JI Jinghong_2016_Effect_Chinese;Database of Luncheng;;126,59;45,8;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;7,9;6,6;33,6;;;24,8;67,5;60;NUEagr;%;26,8;;;;;;;;3;;;;;;180;;229,05;2,1;5,93;23,13;20,52;37,03;27,97;;;849,15;4,44;526,03;46,27
4976;34;JI Jinghong_2016_Effect_Chinese;Database of Luncheng;;126,59;45,8;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;7,9;6,6;33,6;;;24,8;67,5;60;NUEagr;%;22,2;;;;;;;;3;;;;;;180;;229,05;2,1;5,93;23,13;20,52;37,03;27,97;;;849,15;4,44;526,03;46,27
4977;34;Xia Haifeng_2007_Effect_Chinese;Database of Luncheng;;125,41;43,8;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;3,6;6,8;24,9;;;13,6;90;90;NUEagr;%;32,9;;;;;;;;3;;;;;;180;;253,03;1,44;6,28;15,95;27,89;39,16;21,97;;;915,02;6,03;580,3;31,9
4978;34;Wang Duan_2015_Characteristics_Chinese;Database of Luncheng;;127,03;45,52;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;4,6;6,5;29,4;;;20,1;45;75;NUEagr;%;30;;;;;;;;3;;;;;;93,8;;228,89;2,44;5,7;29,14;21,12;40,9;26,35;;;799,64;3,49;551,43;58,28
4979;34;Wang Duan_2015_Characteristics_Chinese;Database of Luncheng;;127,03;45,52;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;4,6;6,5;29,4;;;20,1;45;75;NUEagr;%;38;;;;;;;;3;;;;;;187,5;;228,89;2,44;5,7;29,14;21,12;40,9;26,35;;;799,64;3,49;551,43;58,28
4980;34;Sun Hu_2014_Effects_Chinese;Database of Luncheng;;117,15;36,17;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,5;7,1;25,2;;;7,7;120;240;NUEagr;%;10,8;;;;;;;;3;;;;;;300;;188,83;0,9;7,03;7,57;36,07;44,18;19,78;;;1152,27;13,44;660,86;15,13
4981;34;Sun Hu_2014_Effects_Chinese;Database of Luncheng;;117,15;36,17;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,5;7,1;25,2;;;7,7;120;240;NUEagr;%;15,6;;;;;;;;3;;;;;;300;;188,83;0,9;7,03;7,57;36,07;44,18;19,78;;;1152,27;13,44;660,86;15,13
4982;34;Sun Hu_2014_Effects_Chinese;Database of Luncheng;;117,15;36,17;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,5;7,1;25,2;;;7,7;120;240;NUEagr;%;13,2;;;;;;;;3;;;;;;300;;188,83;0,9;7,03;7,57;36,07;44,18;19,78;;;1152,27;13,44;660,86;15,13
4983;34;Sun Hu_2014_Effects_Chinese;Database of Luncheng;;117,15;36,17;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,5;7,1;25,2;;;7,7;120;240;NUEagr;%;18,8;;;;;;;;3;;;;;;300;;188,83;0,9;7,03;7,57;36,07;44,18;19,78;;;1152,27;13,44;660,86;15,13
4984;34;Hu Hengyu_2012_Coupling_Chinese;Database of Luncheng;;117,15;36,17;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,5;7,1;25,2;;;7,7;75;150;NUEagr;%;45;;;;;;;;3;;;;;;225;;188,83;0,9;7,03;7,57;36,07;44,18;19,78;;;1152,27;13,44;660,86;15,13
4985;34;Hu Hengyu_2012_Coupling_Chinese;Database of Luncheng;;117,15;36,17;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,5;7,1;25,2;;;7,7;75;150;NUEagr;%;49;;;;;;;;3;;;;;;225;;188,83;0,9;7,03;7,57;36,07;44,18;19,78;;;1152,27;13,44;660,86;15,13
4986;34;Hu Hengyu_2012_Coupling_Chinese;Database of Luncheng;;117,15;36,17;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,5;7,1;25,2;;;7,7;75;150;NUEagr;%;47,6;;;;;;;;3;;;;;;225;;188,83;0,9;7,03;7,57;36,07;44,18;19,78;;;1152,27;13,44;660,86;15,13
4987;34;Hu Hengyu_2012_Coupling_Chinese;Database of Luncheng;;117,15;36,17;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,5;7,1;25,2;;;7,7;75;150;NUEagr;%;55;;;;;;;;3;;;;;;225;;188,83;0,9;7,03;7,57;36,07;44,18;19,78;;;1152,27;13,44;660,86;15,13
4988;34;Hu Hengyu_2012_Coupling_Chinese;Database of Luncheng;;117,15;36,17;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,5;7,1;25,2;;;7,7;75;150;NUEagr;%;37,9;;;;;;;;3;;;;;;225;;188,83;0,9;7,03;7,57;36,07;44,18;19,78;;;1152,27;13,44;660,86;15,13
4989;34;Hu Hengyu_2012_Coupling_Chinese;Database of Luncheng;;117,15;36,17;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,5;7,1;25,2;;;7,7;75;150;NUEagr;%;36,9;;;;;;;;3;;;;;;225;;188,83;0,9;7,03;7,57;36,07;44,18;19,78;;;1152,27;13,44;660,86;15,13
4990;34;Hu Hengyu_2012_Coupling_Chinese;Database of Luncheng;;117,15;36,17;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,5;7,1;25,2;;;7,7;75;150;NUEagr;%;36,3;;;;;;;;4;;;;;;225;;188,83;0,9;7,03;7,57;36,07;44,18;19,78;;;1152,27;13,44;660,86;15,13
4991;34;Hu Hengyu_2012_Coupling_Chinese;Database of Luncheng;;117,15;36,17;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,5;7,1;25,2;;;7,7;75;150;NUEagr;%;37;;;;;;;;4;;;;;;225;;188,83;0,9;7,03;7,57;36,07;44,18;19,78;;;1152,27;13,44;660,86;15,13
4992;34;Zhang Xin_2016_Effects_Chinese;Database of Luncheng;;126,98;45,64;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;4,6;6,6;31,9;;;19,1;72;60;NUEagr;%;25;;;;;;;;4;;;;;;156;;267,5;2,32;6,48;26,45;23,9;45,9;30,22;;;849,15;4,44;526,03;52,9
4993;34;Zhang Xin_2016_Effects_Chinese;Database of Luncheng;;126,98;45,64;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;4,6;6,6;31,9;;;19,1;72;60;NUEagr;%;25;;;;;;;;4;;;;;;156;;267,5;2,32;6,48;26,45;23,9;45,9;30,22;;;849,15;4,44;526,03;52,9
